,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
266,brae,60.3964,-1.353,41.0,70.0,90.0,6.91,GB,1619307507.0
267,nueva imperial,-38.7333,-72.95,55.4,88.0,0.0,6.91,CL,1619307507.0
268,auki,-8.7676,160.7034,86.41,65.0,65.0,2.59,SB,1619307508.0
269,taoudenni,22.6783,-3.9836,88.88,9.0,3.0,10.36,ML,1619307508.0
270,oriximina,-1.7656,-55.8661,77.29,91.0,46.0,1.77,BR,1619307508.0
271,nikolskoye,59.7035,30.7861,37.0,75.0,0.0,4.47,RU,1619307251.0
272,pauini,-7.7136,-66.9764,76.69,88.0,81.0,1.36,BR,1619307229.0
273,margate,51.3813,1.3862,46.0,71.0,42.0,4.0,GB,1619307342.0
274,dubbo,-32.25,148.6167,53.6,62.0,0.0,6.91,AU,1619307509.0
275,herrin,37.8031,-89.0276,57.2,94.0,90.0,9.22,US,1619307509.0
276,laguna,38.421,-121.4238,68.0,37.0,40.0,10.36,US,1619307477.0
277,cayenne,4.9333,-52.3333,78.8,89.0,90.0,5.75,GF,1619307390.0
278,flin flon,54.7682,-101.865,30.2,34.0,40.0,4.61,CA,1619307510.0
279,camara de lobos,32.6333,-16.9667,60.8,77.0,40.0,8.05,PT,1619307510.0
280,olga,43.7444,135.2892,48.33,32.0,12.0,14.12,RU,1619307511.0
281,mogocha,53.7333,119.7667,42.85,43.0,86.0,3.76,RU,1619307511.0
282,maniitsoq,65.4167,-52.9,37.17,75.0,42.0,3.36,GL,1619307512.0
283,labuhan,-6.8844,112.2051,77.04,85.0,41.0,6.4,ID,1619307512.0
284,casablanca,33.5928,-7.6192,60.8,82.0,75.0,3.44,MA,1619307475.0
285,torbay,47.6666,-52.7314,41.0,81.0,40.0,17.27,CA,1619307328.0
286,tiarei,-17.5333,-149.3333,84.2,70.0,75.0,8.05,PF,1619307512.0
287,palmer,42.1584,-72.3287,68.0,22.0,20.0,5.75,US,1619307470.0
288,bar-le-duc,48.75,5.1667,51.8,50.0,0.0,6.91,FR,1619307513.0
289,accra,5.556,-0.1969,77.0,88.0,20.0,5.75,GH,1619307229.0
290,sistranda,63.7256,8.834,33.8,86.0,75.0,4.61,NO,1619307513.0
291,havre-saint-pierre,50.2334,-63.5986,39.2,75.0,1.0,19.57,CA,1619307514.0
292,acapulco,16.8634,-99.8901,86.0,62.0,40.0,6.91,MX,1619307514.0
293,beloha,-25.1667,45.05,70.39,71.0,3.0,7.09,MG,1619307514.0
294,fortuna,40.5982,-124.1573,60.01,54.0,1.0,11.5,US,1619307515.0
295,skorodnoye,51.071,37.2276,33.8,75.0,20.0,11.18,RU,1619307515.0
296,ucluelet,48.9329,-125.5528,50.0,93.0,90.0,5.75,CA,1619307422.0
297,merke,42.8728,73.1786,52.32,46.0,58.0,7.02,KZ,1619307516.0
298,thayetmyo,19.3167,95.1833,83.79,65.0,72.0,8.81,MM,1619307516.0
299,moba,33.2288,105.0179,44.64,84.0,100.0,4.59,CN,1619307516.0
300,diofior,14.1833,-16.6667,86.0,45.0,0.0,9.22,SN,1619307517.0
301,tongling,30.95,117.7833,58.28,91.0,100.0,10.54,CN,1619307517.0
302,manakara,-22.1333,48.0167,69.42,94.0,47.0,5.03,MG,1619307517.0
303,haimen,23.1935,116.6142,73.4,73.0,75.0,4.47,CN,1619307517.0
304,ulaanbaatar,47.9077,106.8832,46.4,49.0,75.0,17.9,MN,1619307434.0
305,griffith,41.5284,-87.4237,57.99,72.0,1.0,4.61,US,1619307518.0
306,luwuk,-0.9516,122.7875,82.58,70.0,95.0,4.41,ID,1619307518.0
307,kahului,20.8947,-156.47,82.4,54.0,40.0,21.85,US,1619307317.0
308,constitucion,-35.3333,-72.4167,57.29,70.0,2.0,9.78,CL,1619307519.0
309,lakes entrance,-37.8811,147.981,57.99,78.0,62.0,1.01,AU,1619307519.0
310,pavilosta,56.8879,21.1859,35.6,93.0,90.0,4.61,LV,1619307520.0
311,bitung,1.4451,125.1824,80.6,83.0,20.0,2.3,ID,1619307520.0
312,maputo,-25.9653,32.5892,72.0,88.0,75.0,4.61,MZ,1619307520.0
313,kenai,60.5544,-151.2583,55.4,44.0,1.0,6.91,US,1619307521.0
314,kamenka,51.3223,42.7678,37.0,76.0,2.0,14.88,RU,1619307406.0
315,grand-santi,4.25,-54.3833,73.33,99.0,100.0,2.21,GF,1619307521.0
316,duku,11.2361,4.9073,82.78,53.0,100.0,11.1,NG,1619307329.0
317,cabedelo,-6.9811,-34.8339,77.0,94.0,75.0,3.44,BR,1619307522.0
318,keffi,8.8486,7.8736,80.6,74.0,40.0,2.3,NG,1619307522.0
319,saint george,37.1041,-113.5841,81.0,10.0,1.0,24.16,US,1619307475.0
320,anchorage,61.2181,-149.9003,57.2,33.0,1.0,4.61,US,1619307506.0
321,sao filipe,14.8961,-24.4956,72.25,73.0,47.0,9.35,CV,1619307474.0
322,bayir,37.2687,28.2167,64.4,59.0,75.0,4.61,TR,1619307523.0
323,port blair,11.6667,92.75,81.16,72.0,9.0,2.08,IN,1619307523.0
324,lompoc,34.6391,-120.4579,60.01,63.0,95.0,12.66,US,1619307523.0
325,batsfjord,70.6345,29.7185,32.9,82.0,100.0,14.18,NO,1619307524.0
326,teya,60.3778,92.6267,34.34,91.0,100.0,2.35,RU,1619307524.0
327,san patricio,28.017,-97.5169,95.0,15.0,1.0,10.36,US,1619307381.0
328,saint-leu,-21.15,55.2833,78.8,73.0,90.0,23.02,RE,1619307524.0
329,san cristobal,7.7669,-72.225,80.6,83.0,75.0,9.22,VE,1619307525.0
330,maturin,9.75,-63.1767,78.6,71.0,63.0,10.74,VE,1619307525.0
331,tuatapere,-46.1333,167.6833,48.0,77.0,95.0,11.01,NZ,1619307525.0
332,nanortalik,60.1432,-45.2371,41.16,74.0,100.0,11.72,GL,1619307526.0
333,balkanabat,39.5108,54.3671,69.13,50.0,80.0,5.23,TM,1619307526.0
334,hobyo,5.3505,48.5268,83.21,69.0,46.0,8.39,SO,1619307527.0
335,padang,-0.9492,100.3543,73.4,94.0,20.0,2.3,ID,1619307527.0
336,nelson bay,-32.7167,152.15,63.0,72.0,2.0,11.5,AU,1619307527.0
337,ratnagiri,16.9833,73.3,77.43,74.0,5.0,4.9,IN,1619307527.0
338,sakakah,29.9697,40.2064,86.0,10.0,0.0,6.91,SA,1619307528.0
339,pesaro,43.9036,12.8903,48.99,75.0,5.0,2.3,IT,1619307528.0
340,sretensk,52.2453,117.7093,48.04,26.0,100.0,2.55,RU,1619307529.0
341,marawi,7.9986,124.2928,79.0,79.0,35.0,5.01,PH,1619307529.0
342,sukhobezvodnoye,57.0491,44.8891,37.31,96.0,100.0,9.51,RU,1619307529.0
343,amazar,53.858,120.875,44.53,38.0,64.0,3.83,RU,1619307530.0
344,kawardha,22.0167,81.25,79.72,19.0,15.0,7.05,IN,1619307530.0
345,yeppoon,-23.1333,150.7333,75.2,53.0,65.0,9.22,AU,1619307531.0
346,tabou,4.423,-7.3528,80.31,84.0,88.0,7.02,CI,1619307531.0
347,banda aceh,5.5577,95.3222,79.83,72.0,100.0,9.89,ID,1619307532.0
348,lagoa,39.05,-27.9833,58.93,83.0,54.0,25.19,PT,1619307532.0
349,sitka,57.0531,-135.33,62.6,19.0,20.0,8.05,US,1619307529.0
350,great falls,47.5002,-111.3008,39.2,93.0,90.0,8.05,US,1619307920.0
351,lata,40.1629,-8.3327,62.01,91.0,77.0,3.56,PT,1619307532.0
352,leningradskiy,69.3833,178.4167,30.97,82.0,99.0,2.57,RU,1619307533.0
353,praia da vitoria,38.7333,-27.0667,59.0,88.0,75.0,26.84,PT,1619307533.0
354,pangody,65.85,74.4859,29.37,93.0,97.0,4.83,RU,1619307534.0
355,yar-sale,66.8333,70.8333,28.51,94.0,85.0,4.16,RU,1619307534.0
356,vrangel,42.7297,133.0839,44.87,53.0,1.0,11.05,RU,1619307534.0
357,brokopondo,4.75,-55.1667,75.96,90.0,100.0,8.41,SR,1619307535.0
358,salym,60.0625,71.4789,38.73,72.0,100.0,3.27,RU,1619307535.0
359,ardahan,41.1087,42.7022,42.17,84.0,54.0,2.06,TR,1619307535.0
360,carandai,-20.9536,-43.8064,66.2,82.0,0.0,4.61,BR,1619307536.0
361,port-gentil,-0.7193,8.7815,80.6,89.0,75.0,4.61,GA,1619307536.0
362,wanning,18.8003,110.3967,80.76,83.0,49.0,8.99,CN,1619307536.0
363,asau,46.4333,26.4,45.0,50.0,83.0,2.66,RO,1619307537.0
364,sao sebastiao,-23.76,-45.4097,69.64,89.0,41.0,1.25,BR,1619307537.0
365,champerico,14.3,-91.9167,82.4,78.0,75.0,4.61,GT,1619307537.0
366,takoradi,4.8845,-1.7554,81.1,84.0,85.0,8.59,GH,1619307538.0
367,erdenet,49.0333,104.0833,31.51,98.0,100.0,4.74,MN,1619307538.0
368,puerto baquerizo moreno,-0.9,-89.6,80.6,78.0,75.0,11.5,EC,1619307538.0
369,hovd,48.0056,91.6419,25.86,25.0,41.0,8.59,MN,1619307539.0
370,tarakan,3.3,117.6333,77.0,88.0,40.0,4.61,ID,1619307539.0
371,sabzevar,36.2126,57.6819,67.24,35.0,100.0,6.58,IR,1619307539.0
372,sioux lookout,50.1001,-91.917,39.2,26.0,20.0,10.36,CA,1619307540.0
373,tecoanapa,16.5167,-98.75,83.52,64.0,99.0,6.89,MX,1619307540.0
374,dunedin,-45.8742,170.5036,53.13,69.0,77.0,12.88,NZ,1619307541.0
375,durban,-29.8579,31.0292,66.2,88.0,90.0,8.05,ZA,1619307516.0
376,port macquarie,-31.4333,152.9167,66.99,72.0,0.0,1.99,AU,1619307541.0
377,saint-philippe,-21.3585,55.7679,78.8,73.0,90.0,23.02,RE,1619307541.0
378,alice springs,-23.7,133.8833,57.2,54.0,0.0,1.14,AU,1619307265.0
379,oliva,38.9197,-0.1194,59.0,89.0,96.0,11.99,ES,1619307542.0
380,impfondo,1.6381,18.0667,71.38,89.0,71.0,3.27,CG,1619307542.0
381,kutum,14.2,24.6667,78.28,16.0,93.0,12.33,SD,1619307542.0
382,orapa,-21.2833,25.3667,62.35,28.0,0.0,8.41,BW,1619307543.0
383,ancud,-41.8697,-73.8203,55.99,87.0,90.0,6.91,CL,1619307247.0
384,sakaiminato,35.55,133.2333,60.8,63.0,75.0,5.75,JP,1619307543.0
385,kasane,-17.8167,25.15,64.81,56.0,56.0,1.54,BW,1619307544.0
386,college,64.8569,-147.8028,60.8,24.0,20.0,4.61,US,1619307544.0
387,benghazi,32.1167,20.0667,61.86,80.0,32.0,22.93,LY,1619307544.0
388,saint-georges,12.0564,-61.7485,82.4,69.0,20.0,13.8,GD,1619307544.0
389,lasa,46.6166,10.7002,50.0,65.0,0.0,3.44,IT,1619307283.0
390,nouadhibou,20.931,-17.0347,66.2,88.0,20.0,13.8,MR,1619307497.0
391,esna,25.2934,32.554,77.0,20.0,0.0,9.33,EG,1619307545.0
392,bowen,-20.0167,148.2333,75.2,78.0,90.0,13.8,AU,1619307545.0
393,half moon bay,37.4636,-122.4286,62.6,76.0,75.0,9.22,US,1619307382.0
394,tessalit,20.1986,1.0114,87.35,7.0,0.0,4.72,ML,1619307546.0
395,tias,28.9611,-13.645,68.0,68.0,20.0,5.75,ES,1619307546.0
396,nazca,-14.8333,-74.95,70.36,66.0,0.0,6.17,PE,1619307546.0
397,namie,37.4833,141.0,64.0,60.0,94.0,7.25,JP,1619307547.0
398,izumo,35.3667,132.7667,59.0,77.0,20.0,1.14,JP,1619307547.0
399,evensk,61.95,159.2333,26.4,80.0,100.0,12.01,RU,1619307547.0
400,ondjiva,-17.0667,15.7333,64.74,38.0,12.0,6.44,AO,1619307548.0
401,noyabrsk,63.1994,75.4507,32.83,99.0,100.0,2.68,RU,1619307548.0
402,dickinson,29.4608,-95.0513,87.8,39.0,20.0,13.8,US,1619307549.0
403,anna paulowna,52.862,4.834,45.0,70.0,90.0,12.66,NL,1619307549.0
404,laiyang,36.9758,120.7136,61.0,99.0,65.0,1.01,CN,1619307549.0
405,santander,43.4647,-3.8044,60.01,88.0,98.0,1.14,ES,1619307306.0
406,el rosario,24.2556,-107.1828,89.6,27.0,1.0,10.36,MX,1619307550.0
407,kavaratti,10.5669,72.642,83.82,72.0,37.0,12.55,IN,1619307550.0
408,ostrovnoy,68.0531,39.5131,34.41,99.0,100.0,4.36,RU,1619307551.0
409,mapimi,25.8167,-103.85,87.8,5.0,1.0,8.99,MX,1619307551.0
410,damphu,27.0721,90.1096,62.47,60.0,100.0,4.85,BT,1619307551.0
411,verkhoyansk,67.5447,133.385,26.55,83.0,100.0,5.77,RU,1619307552.0
412,manoel urbano,-8.8389,-69.2597,74.86,92.0,27.0,2.62,BR,1619307552.0
413,gushikawa,26.3544,127.8686,69.8,83.0,20.0,8.05,JP,1619307553.0
414,gaoua,10.2992,-3.2508,84.11,53.0,34.0,8.37,BF,1619307553.0
415,waipawa,-41.4122,175.5153,62.01,72.0,75.0,14.97,NZ,1619307505.0
416,talcahuano,-36.7167,-73.1167,59.0,82.0,0.0,10.36,CL,1619307553.0
417,do gonbadan,30.3586,50.7981,71.6,28.0,0.0,2.98,IR,1619307554.0
418,baykit,61.67,96.37,35.74,90.0,100.0,2.44,RU,1619307554.0
419,maksatikha,57.797,35.8825,34.61,84.0,100.0,11.65,RU,1619307555.0
420,jawhar,2.7809,45.5005,79.63,81.0,83.0,6.85,SO,1619307555.0
421,vuktyl,63.8567,57.3094,42.4,81.0,100.0,9.73,RU,1619307555.0
422,sungaipenuh,-2.0833,101.3833,64.98,93.0,83.0,1.54,ID,1619307556.0
423,nantucket,41.2835,-70.0995,50.0,71.0,1.0,14.97,US,1619307291.0
424,payakumbuh,-0.2202,100.6308,69.67,95.0,86.0,2.91,ID,1619307556.0
425,sosnovo-ozerskoye,52.5249,111.5418,39.67,45.0,99.0,4.7,RU,1619307556.0
426,seydisehir,37.4193,31.8453,56.53,49.0,73.0,2.13,TR,1619307557.0
427,sorong,-0.8833,131.25,81.16,82.0,59.0,7.02,ID,1619307557.0
428,torrington,41.8007,-73.1212,63.0,37.0,100.0,4.0,US,1619307433.0
429,balatonalmadi,47.0353,18.0208,48.99,54.0,80.0,4.0,HU,1619307557.0
430,matam,15.6175,-13.3303,93.2,20.0,0.0,6.91,SN,1619307558.0
431,mora,11.0461,14.1401,87.21,36.0,100.0,6.31,CM,1619307558.0
432,bandundu,-3.3167,17.3667,69.67,95.0,98.0,3.27,CD,1619307559.0
433,camacha,33.0833,-16.3333,62.6,72.0,20.0,16.11,PT,1619307379.0
434,zhireken,52.8249,117.3076,44.96,26.0,100.0,2.57,RU,1619307559.0
435,ankazoabo,-22.2833,44.5167,66.54,80.0,7.0,4.05,MG,1619307560.0
436,alexander city,32.944,-85.9539,75.2,73.0,1.0,6.91,US,1619307560.0
437,broome,42.2506,-75.833,59.0,29.0,1.0,9.22,US,1619307560.0
438,hainburg,50.0716,8.9524,44.01,64.0,94.0,4.0,DE,1619307561.0
439,mariestad,58.7097,13.8237,34.0,73.0,18.0,15.17,SE,1619307561.0
440,walvis bay,-22.9575,14.5053,57.2,94.0,1.0,6.91,NA,1619307561.0
441,rybinsk,58.0446,38.8426,32.76,98.0,100.0,11.36,RU,1619307562.0
442,barreiras,-12.1528,-44.99,77.76,72.0,100.0,0.16,BR,1619307563.0
443,tucuma,-0.1833,-50.05,76.01,91.0,92.0,5.19,BR,1619307563.0
444,vila franca do campo,37.7167,-25.4333,59.0,82.0,75.0,16.11,PT,1619307563.0
445,hasaki,35.7333,140.8333,62.01,77.0,75.0,8.05,JP,1619307564.0
446,kota,25.1833,75.8333,77.86,17.0,53.0,5.7,IN,1619307564.0
447,tukrah,32.5341,20.5791,61.16,83.0,71.0,16.69,LY,1619307564.0
448,chicama,-7.8447,-79.1469,64.4,88.0,20.0,11.5,PE,1619307565.0
449,gilgit,35.9221,74.3087,50.2,39.0,48.0,3.42,PK,1619307565.0
450,cumbernauld,55.9469,-3.9905,44.01,81.0,61.0,8.05,GB,1619307566.0
451,denpasar,-8.65,115.2167,78.8,78.0,20.0,1.14,ID,1619307566.0
452,butte,39.6499,-121.5677,69.8,32.0,75.0,14.97,US,1619307567.0
453,imeni poliny osipenko,52.4201,136.4853,38.7,29.0,41.0,14.32,RU,1619307567.0
454,diamantino,-14.4086,-56.4461,80.8,62.0,93.0,2.84,BR,1619307567.0
455,kieta,-6.2167,155.6333,81.34,78.0,84.0,5.39,PG,1619307568.0
456,lazo,43.3817,133.9014,46.09,40.0,3.0,16.98,RU,1619307568.0
457,touros,-5.1989,-35.4608,77.0,88.0,20.0,4.61,BR,1619307568.0
458,darnah,32.767,22.6367,60.91,83.0,2.0,26.91,LY,1619307569.0
459,zhigansk,66.7697,123.3711,33.33,99.0,100.0,6.98,RU,1619307569.0
460,tual,-5.6667,132.75,84.92,65.0,100.0,14.36,ID,1619307569.0
461,namibe,-15.1961,12.1522,77.63,78.0,13.0,1.32,AO,1619307570.0
462,portland,45.5234,-122.6762,54.0,76.0,90.0,6.91,US,1619307351.0
463,dukat,62.55,155.55,7.9,83.0,95.0,6.13,RU,1619307570.0
464,alofi,-19.0595,-169.9187,84.2,79.0,78.0,6.91,NU,1619307571.0
465,plettenberg bay,-34.0527,23.3716,61.95,87.0,64.0,1.77,ZA,1619307571.0
466,labytnangi,66.6572,66.4183,30.07,92.0,100.0,4.38,RU,1619307571.0
467,caravelas,-17.7125,-39.2481,74.5,85.0,23.0,5.1,BR,1619307572.0
468,pangai,-19.8,-174.35,80.26,78.0,98.0,7.9,TO,1619307572.0
469,staroaleyskoye,51.0061,82.0,33.91,58.0,3.0,3.44,RU,1619307572.0
470,rawah,34.4816,41.9093,79.16,15.0,24.0,7.43,IQ,1619307573.0
471,esso,55.9333,158.7,34.23,99.0,100.0,3.67,RU,1619307573.0
472,dongobesh,-4.0667,35.3833,55.94,95.0,92.0,4.63,TZ,1619307574.0
473,lasem,-6.6922,111.4527,77.86,80.0,2.0,5.44,ID,1619307574.0
474,faya,18.3851,42.4509,60.8,77.0,40.0,6.02,SA,1619307574.0
475,abu dhabi,24.4667,54.3667,80.6,47.0,0.0,4.61,AE,1619307546.0
476,saint-raphael,19.4333,-72.2,73.44,85.0,34.0,4.61,HT,1619307575.0
477,brownsville,25.9018,-97.4975,91.4,25.0,1.0,11.5,US,1619307575.0
478,port hardy,50.6996,-127.4199,50.0,87.0,90.0,2.3,CA,1619307576.0
479,hazorasp,41.3194,61.0742,57.2,38.0,0.0,6.91,UZ,1619307576.0
480,farafangana,-22.8167,47.8333,70.0,90.0,28.0,1.36,MG,1619307576.0
481,redmond,47.674,-122.1215,48.99,94.0,100.0,4.21,US,1619307410.0
482,ukiah,39.1502,-123.2078,60.8,41.0,1.0,10.36,US,1619307577.0
483,okhotsk,59.3833,143.3,24.69,63.0,12.0,18.34,RU,1619307324.0
484,altagracia de orituco,9.8601,-66.3814,75.69,81.0,74.0,8.05,VE,1619307577.0
485,khandyga,62.6667,135.6,21.22,87.0,100.0,2.84,RU,1619307578.0
486,yaan,7.3833,8.5667,77.85,80.0,83.0,5.79,NG,1619307578.0
487,iquique,-20.2208,-70.1431,68.0,52.0,0.0,14.97,CL,1619307579.0
488,humaita,-7.5061,-63.0208,75.51,88.0,48.0,2.1,BR,1619307579.0
489,yatou,37.15,122.3833,55.17,65.0,22.0,11.23,CN,1619307343.0
490,mabai,23.0128,104.4508,67.6,88.0,98.0,3.53,CN,1619307579.0
491,johnstown,40.3267,-78.922,48.99,61.0,90.0,6.91,US,1619307300.0
492,tshela,-4.9833,12.9333,72.61,97.0,90.0,1.21,CD,1619307580.0
493,nalut,30.3333,10.85,59.59,59.0,0.0,14.94,LY,1619307581.0
494,george town,5.4112,100.3354,78.8,89.0,20.0,5.75,MY,1619307558.0
495,hearst,49.6835,-83.6665,24.8,86.0,100.0,10.36,CA,1619307581.0
496,palu,-0.8917,119.8707,81.84,78.0,61.0,1.68,ID,1619307582.0
497,nyuksenitsa,60.4128,44.2397,41.85,91.0,54.0,8.75,RU,1619307582.0
498,shenjiamen,29.9576,122.298,62.37,84.0,98.0,9.48,CN,1619307582.0
499,ploemeur,47.7333,-3.4333,57.2,54.0,0.0,18.41,FR,1619307583.0
500,kaspiyskiy,45.3929,47.3707,56.97,65.0,69.0,7.94,RU,1619307583.0
501,point pleasant,40.0832,-74.0682,60.8,36.0,1.0,9.22,US,1619307522.0
502,gimli,50.6336,-96.9907,37.4,44.0,92.0,4.61,CA,1619307583.0
503,vanavara,60.34,102.2797,34.99,90.0,100.0,0.85,RU,1619307584.0
504,gouyave,12.1646,-61.7296,82.4,69.0,20.0,13.8,GD,1619307584.0
505,pishin,30.5803,66.9961,63.34,29.0,0.0,4.32,PK,1619307477.0
506,upington,-28.4478,21.2561,60.8,33.0,0.0,1.14,ZA,1619307584.0
507,vanimo,-2.6741,141.3028,79.92,84.0,91.0,3.44,PG,1619307585.0
508,ulu-telyak,54.9086,56.9669,41.56,93.0,100.0,6.11,RU,1619307585.0
509,mailsi,29.8003,72.1758,76.33,22.0,0.0,6.4,PK,1619307585.0
510,kuusamo,65.9667,29.1833,33.8,86.0,75.0,9.22,FI,1619307586.0
511,cedar rapids,42.0083,-91.6441,55.4,50.0,20.0,16.11,US,1619307345.0
512,sidi ali,36.0998,0.4206,72.19,36.0,41.0,16.49,DZ,1619307586.0
513,karoi,-16.8099,29.6925,60.35,79.0,33.0,3.98,ZW,1619307587.0
514,ola,59.5833,151.2833,22.96,57.0,100.0,13.91,RU,1619307587.0
515,la ronge,55.1001,-105.2842,32.0,43.0,100.0,9.22,CA,1619307588.0
516,yafran,32.0633,12.5286,49.26,94.0,6.0,5.1,LY,1619307588.0
517,barcelos,41.5388,-8.6151,59.0,94.0,40.0,2.3,PT,1619307588.0
518,ust-tsilma,65.441,52.1498,43.2,86.0,83.0,7.49,RU,1619307589.0
519,gasa,31.5,34.4667,64.99,100.0,44.0,1.01,PS,1619307399.0
520,santa barbara,34.7333,-120.0343,66.0,48.0,1.0,17.27,US,1619307589.0
521,nara,34.6851,135.8049,64.0,72.0,75.0,1.14,JP,1619307590.0
522,mkushi,-13.6202,29.3939,59.4,85.0,56.0,3.91,ZM,1619307590.0
523,wattegama,6.7989,81.4808,73.35,94.0,37.0,1.66,LK,1619307590.0
524,taunton,51.0211,-3.1047,44.6,61.0,6.0,5.75,GB,1619307591.0
525,sisimiut,66.9395,-53.6735,36.54,70.0,1.0,4.99,GL,1619307591.0
526,aykhal,66.0,111.5,27.3,90.0,98.0,5.64,RU,1619307592.0
527,colquechaca,-18.6667,-66.0167,34.16,60.0,32.0,4.45,BO,1619307592.0
528,constantine,36.365,6.6147,57.2,54.0,0.0,8.05,DZ,1619307592.0
529,sabang,5.8933,95.3214,82.6,71.0,100.0,14.54,ID,1619307593.0
530,gillette,44.2911,-105.5022,55.99,50.0,90.0,17.27,US,1619307593.0
531,grindavik,63.8424,-22.4338,44.6,100.0,90.0,19.57,IS,1619307593.0
532,tres arroyos,-38.3739,-60.2798,55.8,70.0,46.0,9.44,AR,1619307594.0
533,san felipe,10.3399,-68.7425,72.54,94.0,88.0,5.08,VE,1619307594.0
